Timestamp,Asal Instansi,Jenis kelamin,Fakultas/sekolah asal,Prodi asal,Semester kuliah bagi mahasiswa aktif ketika mengikuti Program GIKnowledge Building (di semester ganjil tahun ajaran 2025/2026)?,Jenjang pendidikan asal,Dari mana kamu mengetahui informasi terkait Program GIKnowledge Building?,Apa yang membuatmu tertarik mengikuti GIKnowledge Building?
2025-07-14 22:51:46,Universitas Gadjah Mada,Laki-Laki,ILMU BUDAYA,S1 Sastra Arab,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Prodi/Fakultas","Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah mendengar teman saya ikut mendaftar GIKnowledge Building 2024, Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-20 10:56:08,Universitas Gadjah Mada,Perempuan,KEHUTANAN,S1 Kehutanan,N/A,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-06-30 21:37:15,Universitas Gadjah Mada,Perempuan,PERTANIAN,S1 Penyuluhan dan Komunikasi Pertanian,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,"Saya tertarik setelah mendengar teman saya ikut mendaftar GIKnowledge Building 2024, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-07-19 23:01:31,Universitas Gadjah Mada,Perempuan,"KEDOKTERAN, KESEHATAN MASYARAKAT, DAN KEPERAWATAN",Magister Kesehatan Masyarakat,N/A,Alumni UGM,Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-20 18:51:23,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 - Teknologi Rekayasa Perangkat Lunak,Semester 5,Vokasi (Sarjana Terapan/D4),"Instagram GIK UGM, Website GIK UGM","Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-07-20 23:56:43,Universitas Gadjah Mada,Laki-Laki,FILSAFAT,S1 Ilmu FIlsafat,Semester 3,Akademik (Sarjana/S1),"Instagram GIK UGM, Prodi/Fakultas","Saya tertarik setelah mendengar teman saya ikut mendaftar GIKnowledge Building 2024, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-07-06 23:53:50,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 Pengelolaan Arsip dan Rekaman Informasi,N/A,Vokasi (Sarjana Terapan/D4),Instagram GIK UGM,Saya tertarik setelah mendengarkan sosialisasi
2025-07-17 22:32:36,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 Pengembangan Produk Agroindustri,Semester 5,Vokasi (Sarjana Terapan/D4),Prodi/Fakultas,Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas
2025-07-19 8:21:07,Universitas Gadjah Mada,Perempuan,EKONOMIKA DAN BISNIS,S1 Manajemen,Semester 5,Akademik (Sarjana/S1),Prodi/Fakultas,Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas
2025-06-28 16:12:47,Universitas Gadjah Mada,Perempuan,TEKNOLOGI PERTANIAN,SI Teknologi Pangan dan Hasil Pertanian,N/A,Alumni UGM,GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-19 18:41:47,Universitas Gadjah Mada,Laki-Laki,EKONOMIKA DAN BISNIS,S2 Manajemen,N/A,Akademik (Pascasarjana/S2),"Instagram GIK UGM, Website GIK UGM",Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-20 11:46:47,Universitas Gadjah Mada,Perempuan,TEKNIK,S1 Teknologi Informasi,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Prodi/Fakultas","Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-06 8:37:38,Universitas Gadjah Mada,Laki-Laki,ILMU BUDAYA,S2 Magister Sastra,N/A,Akademik (Pascasarjana/S2),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-19 22:58:38,Universitas Gadjah Mada,Laki-Laki,FARMASI,S1 Farmasi,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Prodi/Fakultas","Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-20 14:55:38,Universitas Gadjah Mada,Laki-Laki,MATEMATIKA DAN ILMU PENGETAHUAN ALAM,S1 Kimia,Semester 7,Akademik (Sarjana/S1),Prodi/Fakultas,"Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-07-09 11:34:42,UPN Yogyakarta,Laki-Laki,"KEDOKTERAN, KESEHATAN MASYARAKAT, DAN KEPERAWATAN",Profesi Gizi,N/A,Sekolah Profesi,Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-20 22:33:56,Universitas Gadjah Mada,Perempuan,BIOLOGI,S1 Biologi,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Teman","Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-06-25 17:10:34,Universitas Gadjah Mada,Laki-Laki,ILMU SOSIAL DAN ILMU POLITIK,S2 Ilmu Komunikasi,N/A,Akademik (Pascasarjana/S2),"Instagram GIK UGM, Teman","Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-15 20:39:32,Universitas Gadjah Mada,Perempuan,TEKNIK,S1 Perencanaan Wilayah dan Kota,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Teman",Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-16 19:39:16,Universitas Gadjah Mada,Perempuan,ILMU BUDAYA,S1 Sastra Arab,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days
2025-07-16 13:36:59,Universitas Ahmad Dachlan,Perempuan,ILMU SOSIAL DAN ILMU POLITIK,S1 Sosiologi,Semester 9,Akademik (Sarjana/S1),Prodi/Fakultas,Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas
2025-07-20 23:34:10,Universitas Gadjah Mada,Laki-Laki,ILMU BUDAYA,S2 Kajian Budaya Timur Tengah,N/A,Akademik (Pascasarjana/S2),Prodi/Fakultas,Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas
2025-07-20 19:21:47,Universitas Gadjah Mada,Perempuan,TEKNIK,S1 Sarjana (S1) Teknik Fisika,Semester 7,Akademik (Sarjana/S1),Whatsapp Ditmawa,"Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-07-20 23:08:42,Universitas Gadjah Mada,Perempuan,PERTANIAN,S1 Ekonomi Pertanian dan Agribisnis,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Website GIK UGM, Teman","Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah mendengar teman saya ikut mendaftar GIKnowledge Building 2024, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-06-28 14:50:08,Universitas Gadjah Mada,Laki-Laki,TEKNOLOGI PERTANIAN,S1 Teknologi Industri Pertanian,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Teman, Prodi/Fakultas","Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-07-16 13:32:39,Universitas Gadjah Mada,Perempuan,EKONOMIKA DAN BISNIS,Manajemen,N/A,Alumni UGM,Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-14 23:11:51,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 Bisnis Perjalanan Wisata,Semester 5,Vokasi (Sarjana Terapan/D4),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-06 14:13:15,Universitas Gadjah Mada,Perempuan,BIOLOGI,S1 Biologi,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Teman, Prodi/Fakultas","Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-20 8:08:59,Universitas Gadjah Mada,Perempuan,ILMU SOSIAL DAN ILMU POLITIK,S1 Manajemen dan Kebijakan Publik,Semester 5,Akademik (Sarjana/S1),Teman,dari simaster
2025-07-20 20:12:56,Universitas Gadjah Mada,Laki-Laki,ILMU BUDAYA,Sastra Arab,N/A,Alumni UGM,Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-20 9:18:43,Universitas Gadjah Mada,Perempuan,BIOLOGI,S1 Biologi,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Prodi/Fakultas","Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-01 19:30:14,Universitas Gadjah Mada,Perempuan,FARMASI,S1 Farmasi,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Prodi/Fakultas","Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-19 21:15:32,Universitas Gadjah Mada,Perempuan,EKONOMIKA DAN BISNIS,S1 Manajemen,N/A,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-18 22:22:46,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 Teknologi Rekayasa Perangkat Lunak,Semester 5,Vokasi (Sarjana Terapan/D4),Sosialisasi,"Saya tertarik setelah mendengarkan sosialisasi, Ada program magangnya"
2025-07-20 23:52:33,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 Pengembangan Produk Agroindustri,Semester 5,Vokasi (Sarjana Terapan/D4),WhatsApp Ditmawa UGM,Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building
2025-07-20 21:47:03,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 departemen ekonomi dan bisnis prodi pembangunan ekonomi kewilayahan,Semester 3,Vokasi (Sarjana Terapan/D4),Instagram GIK UGM,Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days
2025-07-20 18:37:20,UGM,Perempuan,SEKOLAH VOKASI,D4 Pembangunan Ekonomi Kewilayahan,Semester 5,Vokasi (Sarjana Terapan/D4),Prodi/Fakultas,Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas
2025-06-30 14:35:10,Universitas Gadjah Mada,Perempuan,KEHUTANAN,S1 Kehutanan,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Website GIK UGM, Simaster","Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-06-30 22:22:39,Universitas Gadjah Mada,Laki-Laki,TEKNIK,S1 Teknik Fisika,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Teman, Prodi/Fakultas","Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya memerlukan pengalaman dan kemampuan untuk menjalin relasi sosial yang akan sangat penting dalam kehidupa profesional setelah lulus kuliah, serta saya juga ingin mencari pekerjaan untuk tidak hanya magang tetapi juga kerja full-time"
2025-07-20 22:45:53,Universitas Gadjah Mada,Perempuan,KEDOKTERAN GIGI,Higiene Gigi,N/A,Alumni UGM,Website GIK UGM,"Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-19 11:42:26,Universitas Gadjah Mada,Perempuan,GEOGRAFI,S1 Pembangunan Wilayah,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-17 15:02:12,Universitas Gadjah Mada,Perempuan,EKONOMIKA DAN BISNIS,S1 Manajemen,Semester 5,Akademik (Sarjana/S1),SIMASTER,"Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah mendengar teman saya ikut mendaftar GIKnowledge Building 2024, Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-16 0:14:43,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 MANAJEMEN DAN PENILAIAN PROPERTI,Semester 5,Vokasi (Sarjana Terapan/D4),"Prodi/Fakultas, Ditmawa",Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days
2025-07-15 18:34:18,Universitas Gadjah Mada,Perempuan,EKONOMIKA DAN BISNIS,S1 Manajemen,Semester 5,Akademik (Sarjana/S1),Whatsapp Channel 1001 Kegiatan UGM,"Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-03 11:13:14,Universitas Gadjah Mada,Perempuan,EKONOMIKA DAN BISNIS,S2 Ekonomika Pembangunan,N/A,Akademik (Pascasarjana/S2),Instagram GIK UGM,"Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-20 21:56:26,Universitas Gadjah Mada,Perempuan,KEHUTANAN,S2 Kehutanan,N/A,Akademik (Pascasarjana/S2),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-20 20:45:25,Universitas Gadjah Mada,Laki-Laki,MATEMATIKA DAN ILMU PENGETAHUAN ALAM,S1 Kimia,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-17 7:04:12,Universitas Gadjah Mada,Perempuan,EKONOMIKA DAN BISNIS,S1 Ilmu Ekonomi,Semester 7,Akademik (Sarjana/S1),"Instagram GIK UGM, Prodi/Fakultas","Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-15 20:54:19,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,Pengelolan Arsip dan Rekaman Informasi,N/A,Alumni UGM,Instagram GIK UGM,"Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-06 1:26:00,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 Akuntansi Sektor Publik,Semester 5,Vokasi (Sarjana Terapan/D4),Teman,Saya tertarik setelah mendengarkan sosialisasi
2025-07-20 23:12:21,Universitas Teknologi Yogyakarta,Perempuan,BIOLOGI,S1 Biologi,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Teman, Prodi/Fakultas","Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas"
2025-07-04 11:17:01,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 Pembangunan Ekonomi Kewilayahan,Semester 5,Vokasi (Sarjana Terapan/D4),"Dosen Kepala Departemen Ekonomika dan Bisnis, Dr. Anggi Rahajeng, S.E., M.Ec.","Saya tertarik setelah mendapatkan penjelasan di kelas dari Dr. Anggi Rahajeng, S.E., M.Ec."
2025-06-20 22:30:23,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 Manajemen dan Penilaian Properti,Semester 5,Vokasi (Sarjana Terapan/D4),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-06-30 21:24:12,Universitas Teknologi Yogyakarta,Perempuan,PERTANIAN,S1 Ekonomi Pertanian dan Agribisnis,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Teman",Saya tertarik setelah saya melihat informasi dari social media GIK
2025-06-20 15:28:51,Universitas Gadjah Mada,Perempuan,EKONOMIKA DAN BISNIS,S2 Master of Business Administration,N/A,Akademik (Pascasarjana/S2),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-06-26 17:30:44,Universitas Gadjah Mada,Perempuan,MATEMATIKA DAN ILMU PENGETAHUAN ALAM,S1 Kimia,Semester 9,Akademik (Sarjana/S1),"Instagram GIK UGM, Website GIK UGM, Teman","Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-20 12:37:50,Universitas Gadjah Mada,Laki-Laki,TEKNIK,S1 Teknik Sipil,Semester 7,Akademik (Sarjana/S1),Teman,Saya tertarik setelah mendengarkan sosialisasi
2025-07-17 19:20:06,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 Sistem Informasi Geografis,Semester 5,Vokasi (Sarjana Terapan/D4),"Instagram GIK UGM, Prodi/Fakultas","Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-02 22:58:26,Universitas Gadjah Mada,Perempuan,TEKNIK,S1 Teknik Infrastruktur Lingkungan,Semester 5,Akademik (Sarjana/S1),"Prodi/Fakultas, email ugm, simaster","Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas"
2025-07-15 16:45:50,Universitas Ahmad Dachlan,Laki-Laki,SEKOLAH VOKASI,D4 Teknologi Rekayasa Perangkat Lunak,Semester 5,Vokasi (Sarjana Terapan/D4),Instagram GIK UGM,"Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-07-11 22:18:55,Universitas Gadjah Mada,Perempuan,"KEDOKTERAN, KESEHATAN MASYARAKAT, DAN KEPERAWATAN",S1 Gizi,Semester 9,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days
2025-07-20 22:56:13,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 Teknologi Rekayasa Instrumentasi dan Kontrol,Semester 5,Vokasi (Sarjana Terapan/D4),"Website GIK UGM, Teman, Prodi/Fakultas","Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-20 23:33:17,Universitas Gadjah Mada,Perempuan,TEKNIK,S1 Teknik Kimia,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,"Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-06-26 20:24:05,Universitas Gadjah Mada,Perempuan,PSIKOLOGI,S1 Psikologi,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Teman, Prodi/Fakultas","Saya tertarik setelah mendengar teman saya ikut mendaftar GIKnowledge Building 2024, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-07-20 22:43:10,Universitas Islam Negeri Sunan Kalijaga,Perempuan,HUKUM,S1 Hukum,Semester 5,Akademik (Sarjana/S1),Melalui email yang dikirimkan Humas UGM,Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas
2025-07-13 22:39:32,Universitas Gadjah Mada,Laki-Laki,ILMU SOSIAL DAN ILMU POLITIK,S2 Ilmu Komunikasi,N/A,Akademik (Pascasarjana/S2),"Instagram GIK UGM, Menfess twitter ugmfess","Saya tertarik setelah mendengar teman saya ikut mendaftar GIKnowledge Building 2024, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-20 19:52:21,Universitas Gadjah Mada,Laki-Laki,FILSAFAT,S1 Filsafat,Semester 5,Akademik (Sarjana/S1),Prodi/Fakultas,Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas
2025-07-09 11:34:41,Universitas Gadjah Mada,Laki-Laki,SEKOLAH VOKASI,D4 Pengelolaan Hutan,Semester 5,Vokasi (Sarjana Terapan/D4),Prodi/Fakultas,Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas
2025-07-15 10:19:09,Universitas Gadjah Mada,Perempuan,BIOLOGI,S1 Biologi,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Website GIK UGM, Teman, Prodi/Fakultas","Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-11 12:20:46,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 Teknologi Rekayasa Internet,Semester 5,Vokasi (Sarjana Terapan/D4),Instagram GIK UGM,"Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah mendengar teman saya ikut mendaftar GIKnowledge Building 2024"
2025-07-05 11:55:14,UGM,Laki-Laki,TEKNIK,S1 Teknik Mesin,Semester 3,Akademik (Sarjana/S1),Simaster,Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building
2025-06-11 20:09:20,Universitas Gadjah Mada,Perempuan,PSIKOLOGI,Psikologi,N/A,Alumni UGM,Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-20 11:12:15,Universitas Gadjah Mada,Laki-Laki,SEKOLAH VOKASI,D4 Perbankan,Semester 5,Vokasi (Sarjana Terapan/D4),"Instagram GIK UGM, Website GIK UGM","Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-09 21:07:46,Universitas Gadjah Mada,Perempuan,EKONOMIKA DAN BISNIS,S1 Manajemen,Semester 5,Akademik (Sarjana/S1),Prodi/Fakultas,"Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah mendengar teman saya ikut mendaftar GIKnowledge Building 2024, Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-06-16 22:39:50,Universitas Gadjah Mada,Perempuan,ILMU SOSIAL DAN ILMU POLITIK,S1 Sosiologi,Semester 5,Akademik (Sarjana/S1),Prodi/Fakultas,Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas
2025-07-20 8:38:52,Universitas Gadjah Mada,Perempuan,TEKNIK,S1 Teknik Geodesi,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Email UGM","Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-02 15:56:53,UPN Yogyakarta,Perempuan,TEKNOLOGI PERTANIAN,S1 Teknik Pertanian,Semester 5,Akademik (Sarjana/S1),"Teman, Prodi/Fakultas",Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas
2025-06-26 0:09:03,Universitas Gadjah Mada,Perempuan,ILMU SOSIAL DAN ILMU POLITIK,S1 Manajemen Kebijakan Publik,Semester 5,Akademik (Sarjana/S1),email,"Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, saya teratrik setelah memilihat informasi dari email UGM saya"
2025-07-13 19:24:09,Universitas Gadjah Mada,Perempuan,ILMU SOSIAL DAN ILMU POLITIK,Sosiologi,N/A,Alumni UGM,Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-14 21:33:22,Universitas Gadjah Mada,Perempuan,TEKNOLOGI PERTANIAN,S2 Teknologi Industri Pertanian,N/A,Akademik (Pascasarjana/S2),Prodi/Fakultas,Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas
2025-07-09 18:19:03,Universitas Gadjah Mada,Perempuan,MATEMATIKA DAN ILMU PENGETAHUAN ALAM,S1 Kimia,Semester 7,Akademik (Sarjana/S1),"Instagram GIK UGM, Website GIK UGM, Teman","Saya tertarik setelah mendengar teman saya ikut mendaftar GIKnowledge Building 2024, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-07-20 23:33:56,Universitas Gadjah Mada,Perempuan,TEKNIK,S1 Teknologi Informasi,Semester 7,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-04 13:21:12,Universitas Gadjah Mada,Perempuan,PERTANIAN,S1 Mikrobiologi Pertanian,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-19 19:14:30,Universitas Gadjah Mada,Perempuan,TEKNOLOGI PERTANIAN,S1 Teknologi Pangan dan Hasil Pertanian,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,"Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-07-20 23:32:14,Universitas Gadjah Mada,Perempuan,TEKNIK,S1 Teknik Kimia,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Prodi/Fakultas","Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-06-12 11:54:13,Universitas Gadjah Mada,Laki-Laki,MATEMATIKA DAN ILMU PENGETAHUAN ALAM,S1 Kimia,Semester 5,Akademik (Sarjana/S1),Integrated Career Days,"Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days"
2025-07-06 3:49:03,Universitas Gadjah Mada,Laki-Laki,MATEMATIKA DAN ILMU PENGETAHUAN ALAM,S1 Matematika,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,"Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya melihat informasi dari social media GIK"
